./data/datasets/cr3bp_EARTH_MOON_lt_lyapunovL1_to_lyapunovL2.dat
CR3BP EARTH-MOON CARTESIAN LT
CONSTANTS : MU [km^3.s^-2], LU [km], WU [s^-1], MASSU [kg]. TU [s], VU = LU * WU [km.s^-1], THRUSTU = 1000 * VU * MASSU * WU [N].
0.012150584269940354
384399
2.6653247794757194e-06
1000
SPACECRAFT PARAMETERS : INITIAL MASS [MASSU], DRY MASS [MASSU], THRUST [THRUSTU], ISP [TU].
1
0.5
0.18309963613683647
0.0053306495589514388
4
State
601, 8
x [LU], y [LU], z [LU], vx [VU], vy [VU], vz [VU], mass [MASSU], dt [TU], 
0.85599012364703531, 0.12436459999999999, 0, 0.094844873498005022, 0.044107030349277508, 0, 1, 0.0046056812189340431, 
0.8564279570572243, 0.12456347278609303, -6.6607939482735013e-18, 0.095281136481264322, 0.042251324727253174, -2.8924283738761421e-15, 0.99995597120365542, 0.0046056812189340431, 
0.85686777501871281, 0.12475378502619805, -2.515822046211803e-17, 0.095706665148819661, 0.040389653997820185, -5.1399771340281968e-15, 0.99991194173997411, 0.0046056812189340431, 
0.85730951932659794, 0.12493552293217811, -5.1111925553538667e-17, 0.096117661883570377, 0.038527966507975582, -6.1302602336239555e-15, 0.99986791043811596, 0.0046056812189340431, 
0.85775313087542904, 0.12510867474854337, -7.9649413975776026e-17, 0.096517516371082843, 0.03666118546474504, -6.261961999761294e-15, 0.99982387893226765, 0.0046056812189340431, 
0.85819855830376546, 0.12527321730597984, -1.0826403531709936e-16, 0.096906209755373729, 0.034789436498877828, -6.1637528045526184e-15, 0.99977984727431812, 0.0046056812189340431, 
0.85864574983965947, 0.12542912849455889, -1.3590326172537989e-16, 0.097283582957039705, 0.032913054228017082, -5.8384011074861789e-15, 0.99973581534308842, 0.0046056812189340431, 
0.85909464973780192, 0.12557638022384851, -1.6179325705134317e-16, 0.097648064603991294, 0.031029109155705604, -5.4041594072980701e-15, 0.99969194015823526, 0.0046056812189340431, 
0.85954521612834311, 0.12571493133455175, -1.8551607702650924e-16, 0.098007251897042361, 0.029134841592216937, -4.8973183520560594e-15, 0.99964797867395772, 0.0046056812189340431, 
0.8599974242325219, 0.12584473384640626, -2.0677704006048588e-16, 0.098360973322452513, 0.027230061131357522, -4.3351132040363123e-15, 0.999603942944292, 0.0046056812189340431, 
0.86045124620286206, 0.12596573738438932, -2.252646364036769e-16, 0.09870806679522437, 0.025313919772106151, -3.6930008892125864e-15, 0.9995599069916169, 0.0046056812189340431, 
0.86090665150927403, 0.12607788952824553, -2.4058782973729524e-16, 0.099048530743926194, 0.02338637560763298, -2.9609906904638036e-15, 0.99951587100428341, 0.0046056812189340431, 
0.86136360959673264, 0.12618113769965053, -2.5228576755679589e-16, 0.099382355946286444, 0.021447401908347236, -2.1187560314093782e-15, 0.99947183500508829, 0.0046056812189340431, 
0.8618220890614815, 0.12627542894023377, -2.5971096875805852e-16, 0.099709182899103785, 0.019496860899327468, -1.1055809428684891e-15, 0.99942781747348286, 0.0046056812189340431, 
0.86228169880749206, 0.126360490370717, -2.6195764360794602e-16, 0.099873027348625867, 0.017439628746946614, 1.2998541810330983e-16, 0.99939334915996558, 0.0046056812189340431, 
0.86274076757734841, 0.12643523308366203, -2.6134427285283524e-16, 0.099473714646503744, 0.015016849568109917, 1.3636838720065843e-16, 0.99939330370600754, 0.0046056812189340431, 
0.86319796724528541, 0.12649881356175527, -2.6070224929264373e-16, 0.09906138449390936, 0.012592482363834262, 1.4242776531370993e-16, 0.99939325972743476, 0.0046056812189340431, 
0.86365323769277924, 0.12655122449615117, -2.600331207797459e-16, 0.098635965758289701, 0.010166529117974185, 1.4813858963044794e-16, 0.99939322448888135, 0.0046056812189340431, 
0.86410651888360468, 0.12659245884124498, -2.5933811718251389e-16, 0.098197565490377073, 0.007739101886261244, 1.5366390547554234e-16, 0.99939319434578189, 0.0046056812189340431, 
0.86455775120622402, 0.1266225100122283, -2.5861794444138829e-16, 0.097746261034594564, 0.0053102887588205427, 1.5906817983809273e-16, 0.99939316765382824, 0.0046056812189340431, 
0.8650068753835759, 0.12664137180607496, -2.5787308485547775e-16, 0.097282120287937604, 0.0028801674490013763, 1.6438406052262982e-16, 0.99939314349775532, 0.0046056812189340431, 
0.86545383244391316, 0.12664903836337582, -2.571038942591235e-16, 0.096805207938974278, 0.0004488094642376603, 1.6963381622021674e-16, 0.99939312130163704, 0.0046056812189340431, 
0.8658985637113803, 0.12664550414342263, -2.5631064380018107e-16, 0.096315587794674959, -0.0019837183051713823, 1.7483195278461267e-16, 0.99939310068398524, 0.0046056812189340431, 
0.86634101080518033, 0.12663076390499986, -2.554935499804498e-16, 0.095813324184799487, -0.004417352695185825, 1.7998769404264779e-16, 0.99939308137314631, 0.0046056812189340431, 
0.86678111564354576, 0.12660481269017179, -2.5465279189777485e-16, 0.095298482640471568, -0.0068520338566758054, 1.8510805857632487e-16, 0.99939306316818943, 0.0046056812189340431, 
0.86721882045025933, 0.12656764580958835, -2.5378852027474507e-16, 0.094771130324846742, -0.0092877050071572542, 1.9019834955730981e-16, 0.99939304591539713, 0.0046056812189340431, 
0.86765406776283405, 0.12651925882869897, -2.5290086415222802e-16, 0.094231336320873063, -0.01172431228440456, 1.9526267894291599e-16, 0.9993930294940101, 0.0046056812189340431, 
0.86808680044183495, 0.12645964755451111, -2.519899355829862e-16, 0.093679171841266576, -0.014161804656316643, 2.0030431173083257e-16, 0.99939301380708667, 0.0046056812189340431, 
0.86851696168106896, 0.12638880802268648, -2.5105583304588607e-16, 0.093114710393565975, -0.016600133864169291, 2.0532587728025792e-16, 0.99939299877538545, 0.0046056812189340431, 
0.86894449501847104, 0.12630673648485097, -2.5009864403855157e-16, 0.092538027918296739, -0.019039254386686865, 2.1032951474432833e-16, 0.99939298433313373, 0.0046056812189340431, 
0.86936934434758628, 0.12621342939603813, -2.4911844707762551e-16, 0.091949202910755243, -0.021479123417591256, 2.1531698488096285e-16, 0.99939297042501174, 0.0046056812189340431, 
0.86979145392959623, 0.12610888340221676, -2.4811531324393866e-16, 0.09134831653285494, -0.02391970085218962, 2.2028975586314263e-16, 0.99939295700395647, 0.0046056812189340431, 
0.87021076840584133, 0.12599309532786374, -2.4708930736929533e-16, 0.090735452719133192, -0.026360949280189293, 2.2524907309372914e-16, 0.99939294402952528, 0.0046056812189340431, 
0.87062723281082743, 0.12586606216356183, -2.4604048895566837e-16, 0.09011069827961668, -0.028802833982892302, 2.3019600559022558e-16, 0.99939293146665031, 0.0046056812189340431, 
0.87104079258570155, 0.12572778105360205, -2.4496891292134704e-16, 0.089474143001365941, -0.031245322933484736, 2.3513147474498564e-16, 0.99939291928468577, 0.0046056812189340431, 
0.87145139359219548, 0.12557824928358027, -2.438746302192001e-16, 0.088825879749977465, -0.03368838679951399, 2.4005628109767123e-16, 0.99939290745665532, 0.0046056812189340431, 
0.87185898212703983, 0.12541746426797795, -2.4275768834219746e-16, 0.088166004571977319, -0.036131998946918494, 2.4497112651981879e-16, 0.99939289595866099, 0.0046056812189340431, 
0.87226350493684968, 0.12524542353772258, -2.4161813174572597e-16, 0.087494616798805644, -0.038576135445134288, 2.4987662816254356e-16, 0.99939288476940569, 0.0046056812189340431, 
0.87266490923350148, 0.12506212472772341, -2.4045600221585728e-16, 0.086811819152928876, -0.041020775072905476, 2.5477332797837175e-16, 0.99939287386980979, 0.0046056812189340431, 
0.87306314270999652, 0.12486756556437761, -2.3927133919532006e-16, 0.08611771785650725, -0.043465899324504516, 2.5966170156529602e-16, 0.99939286324269694, 0.0046056812189340431, 
0.87345815355683587, 0.12466174385304948, -2.3806418006858845e-16, 0.085412422742974003, -0.045911492416121115, 2.6454216707768515e-16, 0.99939285287253032, 0.0046056812189340431, 
0.87384989047891448, 0.12444465746551876, -2.3683456040754069e-16, 0.084696047371825275, -0.048357541292213715, 2.694150934357926e-16, 0.99939284274519991, 0.0046056812189340431, 
0.87423830271295389, 0.12421630432740118, -2.3558251418251756e-16, 0.083968709146884909, -0.05080403563164064, 2.7428080714238849e-16, 0.99939283284784097, 0.0046056812189340431, 
0.87462334004548925, 0.12397668240554069, -2.3430807394539839e-16, 0.083230529438278952, -0.053250967853401811, 2.7913959761647646e-16, 0.99939282316868128, 0.0046056812189340431, 
0.87500495283142143, 0.12372578969537741, -2.3301127099084448e-16, 0.082481633708337387, -0.055698333121832366, 2.8399172134023651e-16, 0.99939281369690902, 0.0046056812189340431, 
0.87538309201316344, 0.12346362420829239, -2.3169213550036267e-16, 0.081722151641627425, -0.058146129351093929, 2.8883740517324534e-16, 0.99939280442256662, 0.0046056812189340431, 
0.87575770914039663, 0.12319018395893434, -2.3035069667242319e-16, 0.080952217279312039, -0.060594357208811116, 2.9367684909220416e-16, 0.99939279533645253, 0.0046056812189340431, 
0.87612875639045018, 0.12290546695253121, -2.2898698284093158e-16, 0.08017196915802402, -0.063043020118700069, 2.9851022850983179e-16, 0.99939278643003937, 0.0046056812189340431, 
0.8764961865893367, 0.12260947117219297, -2.2760102158378885e-16, 0.079381550453439767, -0.065492124262031895, 3.0333769625908816e-16, 0.99939277769540424, 0.0046056812189340431, 
0.87685995323345767, 0.12230219456620985, -2.261928398229671e-16, 0.078581109128735824, -0.067941678577769615, 3.0815938429418887e-16, 0.99939276912516473, 0.0046056812189340431, 
0.87722001051200393, 0.12198363503535428, -2.2476246391731649e-16, 0.077770798088110979, -0.070391694761209073, 3.1297540514472565e-16, 0.99939276071242644, 0.0046056812189340431, 
0.87757631333007757, 0.12165379042019216, -2.233099197491791e-16, 0.076950775335554888, -0.072842187260948738, 3.1778585315161517e-16, 0.99939275245073467, 0.0046056812189340431, 
0.8779288173325549, 0.12131265848841226, -2.2183523280575272e-16, 0.076121204139046786, -0.075293173274000452, 3.2259080550998747e-16, 0.99939274433403169, 0.0046056812189340431, 
0.87827747892871921, 0.12096023692218345, -2.2033842825604884e-16, 0.075282253200367563, -0.077744672738845819, 3.2739032314054438e-16, 0.99939273635661952, 0.0046056812189340431, 
0.87862225531768967, 0.12059652330554856, -2.1881953102418515e-16, 0.074434096830711491, -0.080196708326230548, 3.3218445140882052e-16, 0.99939272851312821, 0.0046056812189340431, 
0.87896310451467297, 0.12022151511186609, -2.1727856585967807e-16, 0.07357691513228333, -0.082649305427475478, 3.3697322070884447e-16, 0.99939272079848407, 0.0046056812189340431, 
0.8792999853780622, 0.11983520969131234, -2.1571555740532663e-16, 0.072710894186070477, -0.085102492140069569, 3.4175664692540355e-16, 0.99939271320788536, 0.0046056812189340431, 
0.87963285763742216, 0.11943760425845662, -2.141305302632185e-16, 0.07183622624597974, -0.087556299250296732, 3.4653473178722549e-16, 0.99939270573677674, 0.0046056812189340431, 
0.87996168192237556, 0.11902869587992364, -2.1252350905933483e-16, 0.0709531099395313, -0.09001076021263088, 3.5130746312132548e-16, 0.99939269838082889, 0.0046056812189340431, 
0.88028641979243549, 0.11860848146215831, -2.1089451850719363e-16, 0.070061750475301859, -0.092465911125616848, 3.5607481501714541e-16, 0.99939269113591944, 0.0046056812189340431, 
0.88060703376780392, 0.11817695773931153, -2.0924358347092519e-16, 0.069162359857311936, -0.09492179070393815, 3.6083674790779485e-16, 0.99939268399811365, 0.0046056812189340431, 
0.88092348736118087, 0.11773412126126273, -2.0757072902815229e-16, 0.068255157106551417, -0.097378440246350201, 3.6559320857441298e-16, 0.99939267696365031, 0.0046056812189340431, 
0.88123574511060221, 0.11727996838180102, -2.0587598053301356e-16, 0.067340368489837571, -0.099835903599141379, 3.7034413007873637e-16, 0.99939267002892684, 0.0046056812189340431, 
0.88154377261335493, 0.1168144952469856, -2.0415936367965408e-16, 0.066418227756200793, -0.10229422711475782, 3.7508943162781882e-16, 0.99939266319048525, 0.0046056812189340431, 
0.8818475365609979, 0.11633769778370798, -2.0242090456648672e-16, 0.065488976380989827, -0.10475345960520797, 3.7982901837440018e-16, 0.99939265644500019, 0.0046056812189340431, 
0.8821470047755221, 0.1158495716884822, -2.0066062976151438e-16, 0.064552863817888079, -0.10721365228983741, 3.8456278115552663e-16, 0.9993926497892679, 0.0046056812189340431, 
0.88244214624669393, 0.11535011241648958, -1.9887856636899311e-16, 0.063610147759028943, -0.10967485873703767, 3.8929059617152027e-16, 0.99939264322019716, 0.0046056812189340431, 
0.88273293117061213, 0.11483931517090594, -1.9707474209770759e-16, 0.062661094403394305, -0.1121371347994269, 3.940123246068787e-16, 0.99939263673479706, 0.0046056812189340431, 
0.88301933098952334, 0.11431717489254409, -1.9524918533112209e-16, 0.061705978733675663, -0.11460053854200927, 3.9872781219432687e-16, 0.99939263033016945, 0.0046056812189340431, 
0.88330131843293014, 0.11378368624984386, -1.9340192519966888e-16, 0.060745084801770863, -0.11706513016279119, 4.0343688872277525e-16, 0.99939262400350215, 0.0046056812189340431, 
0.88357886756003567, 0.11323884362924684, -1.915329916554297e-16, 0.059778706023081385, -0.11953097190529892, 4.081393674896199e-16, 0.99939261775205834, 0.0046056812189340431, 
0.88385195380356474, 0.11268264112599298, -1.8964241554946738e-16, 0.058807145479766475, -0.12199812796240855, 4.1283504469765838e-16, 0.99939261157317238, 0.0046056812189340431, 
0.88412055401499856, 0.11211507253538178, -1.8773022871206196e-16, 0.057830716233099572, -0.12446666437086246, 4.1752369879652283e-16, 0.99939260546424036, 0.0046056812189340431, 
0.88438464651127591, 0.11153613134454214, -1.8579646403610802e-16, 0.056849741645057947, -0.12693664889581124, 4.2220508976839173e-16, 0.99939259942271697, 0.0046056812189340431, 
0.88464421112299241, 0.11094581072475794, -1.838411555639298e-16, 0.055864555709263471, -0.12940815090467672, 4.2687895835752433e-16, 0.99939259344610654, 0.0046056812189340431, 
0.88489922924414544, 0.11034410352440072, -1.8186433857777529e-16, 0.054875503391373356, -0.13188124122959397, 4.3154502524321404e-16, 0.99939258753195959, 0.0046056812189340431, 
0.88514968388347026, 0.1097310022625238, -1.7986604969425127e-16, 0.053882940979000059, -0.13435599201764256, 4.3620299015534641e-16, 0.99939258167786571, 0.0046056812189340431, 
0.8853955597174108, 0.10910649912317577, -1.7784632696296346e-16, 0.052887236441216789, -0.13683247656803599, 4.4085253093201416e-16, 0.99939257588147079, 0.0046056812189340431, 
0.88563684314476632, 0.10847058595049563, -1.7580520996963215e-16, 0.05188876979767814, -0.13931076915538662, 4.4549330251836662e-16, 0.99939257014046812, 0.0046056812189340431, 
0.88587352234306127, 0.10782325424465586, -1.7374273994395593e-16, 0.050887933497356402, -0.14179094483811613, 4.5012493590600863e-16, 0.99939256445247937, 0.0046056812189340431, 
0.88610558732668021, 0.10716449515872349, -1.7165895987249676e-16, 0.049885132806860161, -0.14427307925102881, 4.5474703701222017e-16, 0.99939255881520861, 0.0046056812189340431, 
0.88633303000681563, 0.10649429949651559, -1.6955391461686719e-16, 0.048880786208264117, -0.14675724838101031, 4.5935918549842429e-16, 0.99939255322637954, 0.0046056812189340431, 
0.88655584425326805, 0.10581265771152859, -1.6742765103749872e-16, 0.047875325806337105, -0.14924352832475971, 4.6396093352729291e-16, 0.99939254768372821, 0.0046056812189340431, 
0.88677402595814259, 0.10511955990702654, -1.652802181232776e-16, 0.046869197745007175, -0.15173199502740342, 4.6855180445818899e-16, 0.99939254218500306, 0.0046056812189340431, 
0.88698757310148613, 0.10441499583738016, -1.6311166712732894e-16, 0.045862862632851796, -0.15422272400078066, 4.7313129148068741e-16, 0.9993925367279608, 0.0046056812189340431, 
0.88719648581890331, 0.10369895491075226, -1.609220517092382e-16, 0.044856795977340352, -0.15671579002012506, 4.7769885618609128e-16, 0.99939253131036176, 0.0046056812189340431, 
0.88740076647119281, 0.10297142619323259, -1.5871142808399137e-16, 0.043851488627492996, -0.15921126679781028, 4.8225392707720702e-16, 0.99939252592996897, 0.0046056812189340431, 
0.88760041971603942, 0.1022323984145308, -1.5647985517792135e-16, 0.042847447224547232, -0.16170922663275117, 4.8679589801679056e-16, 0.99939252058454464, 0.0046056812189340431, 
0.88779545258180059, 0.10148185997534295, -1.5422739479193672e-16, 0.041845194660144552, -0.16420974003399746, 4.9132412661534832e-16, 0.99939251527184803, 0.0046056812189340431, 
0.88798587454342004, 0.10071979895651419, -1.519541117723145e-16, 0.040845270541461469, -0.16671287531697926, 4.9583793255929893e-16, 0.99939250998963025, 0.0046056812189340431, 
0.88817169760049641, 0.099946203130126671, -1.496600741893255e-16, 0.039848231662613608, -0.16921869817079921, 5.0033659588070165e-16, 0.99939250473563801, 0.0046056812189340431, 
0.88835293635753787, 0.099161059972650692, -1.4734535352395875e-16, 0.038854652481555604, -0.17172727119489731, 5.0481935517019724e-16, 0.99939249950760711, 0.0046056812189340431, 
0.88852960810642234, 0.098364356680303133, -1.4501002486300396e-16, 0.037865125601583477, -0.1742386534033431, 5.0928540573481849e-16, 0.99939249430326238, 0.0046056812189340431, 
0.88870173291108678, 0.097556080186767799, -1.4265416710273852e-16, 0.036880262256419681, -0.17675289969494004, 5.1373389770280594e-16, 0.99939248912031575, 0.0046056812189340431, 
0.88886933369445476, 0.096736217183437709, -1.4027786316146019e-16, 0.035900692797722518, -0.17927006028726106, 5.1816393407760467e-16, 0.99939248395646452, 0.0046056812189340431, 
0.88903243632760964, 0.095904754142351639, -1.3788120020109328e-16, 0.034927067183710657, -0.18179018011266504, 5.2257456874347789e-16, 0.99939247880939075, 0.0046056812189340431, 
0.88919106972122475, 0.09506167734200302, -1.3546426985808553e-16, 0.03396005546742932, -0.18431329817428138, 5.2696480442510944e-16, 0.99939247367676132, 0.0046056812189340431, 
0.88934526591923224, 0.094206972896211827, -1.3302716848380242e-16, 0.033000348283006527, -0.18683944685988665, 5.3133359060373797e-16, 0.99939246855622332, 0.0046056812189340431, 
0.88949506019472757, 0.093340626786257319, -1.3056999739461296e-16, 0.032048657328053738, -0.1893686512115402, 5.3567982139222234e-16, 0.99939246344540833, 0.0046056812189340431, 
0.88964049114807842, 0.092462624896480369, -1.2809286313185124e-16, 0.031105715840157363, -0.19190092814879572, 5.4000233337127239e-16, 0.99939245834192847, 0.0046056812189340431, 
0.88978160080721724, 0.091572953053575226, -1.255958777318287e-16, 0.030172279065179504, -0.19443628564325621, 5.4429990338889627e-16, 0.99939245324329196, 0.0046056812189340431, 
0.88991843473005838, 0.090671597069798757, -1.2307915900606161e-16, 0.029249124714844778, -0.19697472184220594, 5.485712463247802e-16, 0.99939244814714312, 0.0046056812189340431, 
0.89005104210900021, 0.089758542790338416, -1.2054283083187356e-16, 0.028337053410826724, -0.1995162241390212, 5.5281501282087587e-16, 0.99939244305105135, 0.0046056812189340431, 
0.89017947587743163, 0.088833776145087529, -1.1798702345352525e-16, 0.027436889112266234, -0.20206076818804761, 5.5702978697914506e-16, 0.99939243795255128, 0.0046056812189340431, 
